Index,EAL,Gender,MedicalFlag,PPIndicator,SafeGuarding,SENIndicator,DistanceKm,LatePercentage,PresentIncludingLatePercentage,AbsencePercentage,StartedLate,Positive,Negative,FIXD,PERM,monthborn,DfE main .1,Achieve_Target
25108,True,M,False,True,False,False,1,0.68,97.97,2.03,False,160,0,0,0,11,REFU,True
27515,False,F,False,True,False,False,3,0.68,100,0,False,160,0,0,0,7,BAFR,True
21569,True,M,False,False,False,False,3,1.35,87.84,12.16,True,160,0,0,0,5,WOTH,False
21765,True,F,False,True,False,False,2,1.35,98.65,1.35,False,160,0,0,0,7,BAFR,False
27001,True,F,False,True,False,False,6,1.35,100,0,True,160,0,0,0,10,BOTH,True
6170,False,F,True,False,False,False,3,0,100,0,False,159,0,0,0,2,WBRI,True
6201,False,M,False,False,False,False,2,0,100,0,False,159,0,0,0,1,WBRI,True
21289,False,M,False,True,False,False,4,0,90.54,9.46,False,159,0,0,0,9,MOTH,True
27523,False,F,False,False,False,False,5,0,100,0,False,159,1,0,0,6,BOTH,False
20319,True,M,False,False,False,False,3,2.03,97.3,2.7,False,159,1,0,0,3,ABAN,True
6160,False,M,False,True,False,True,3,0,100,0,False,158,2,0,0,11,WBRI,True
26093,True,M,False,False,False,False,4,0,100,0,False,158,1,0,0,3,OOTH,True
26655,True,F,False,False,False,False,0,0,98.65,1.35,False,158,2,0,0,2,WOTH,False
6200,False,M,False,True,False,False,4,2.03,100,0,False,158,1,0,0,5,WBRI,True
6210,False,M,False,False,False,True,1,2.03,90.54,9.46,False,158,0,0,0,4,WBRI,True
20531,True,F,False,True,False,False,1,0,99.32,0.68,False,157,1,0,0,4,WOTH,False
21575,True,F,False,True,False,False,1,0,100,0,False,157,0,0,0,7,WOTH,True
23951,False,M,False,False,False,False,4,0,96.62,3.38,False,157,0,0,0,1,BCRB,True
6195,False,M,True,False,False,True,1,2.7,97.97,2.03,False,157,2,0,0,5,WBRI,True
21579,True,M,False,False,False,False,3,0,100,0,False,156,2,10,0,10,WOTH,True
6111,False,F,False,False,False,False,3,0,100,0,False,156,0,0,0,6,WBRI,True
6122,False,F,True,False,False,False,2,0,97.3,2.7,False,156,0,0,0,10,WBRI,True
6126,False,F,False,False,False,False,2,0,100,0,False,156,0,0,0,10,WBRI,True
6183,False,M,False,False,False,False,1,0,95.95,4.05,False,156,0,0,0,4,WBRI,False
18384,True,M,False,True,False,False,4,0,87.84,12.16,False,156,0,0,0,1,AIND,True
18386,False,F,True,False,True,False,4,0,100,0,False,156,0,0,0,7,AIND,True
21955,True,F,False,False,False,False,1,0,96.62,3.38,False,156,0,0,0,3,AOTH,True
21956,True,M,False,True,False,False,2,0,100,0,False,156,3,0,0,2,AOTH,True
23324,False,M,False,True,False,False,1,0,95.95,4.05,False,156,0,0,0,4,MWBC,True
26531,True,M,False,False,False,False,2,0,100,0,False,156,2,0,0,3,BAFR,True
21573,True,M,False,False,False,False,0,0.68,98.65,1.35,False,156,0,0,0,4,WOTH,True
26536,True,F,False,True,False,False,1,0.68,100,0,False,156,4,0,0,3,BAFR,True
6180,False,F,False,False,False,False,0,1.35,97.3,2.7,False,156,0,0,0,5,WBRI,True
24156,True,M,False,False,False,False,5,2.03,94.59,5.41,True,156,2,0,0,2,WOTH,False
20605,True,M,False,False,False,False,6,3.38,94.59,5.41,False,156,3,0,0,8,BAFR,False
6147,False,M,False,False,False,False,3,0,97.3,2.7,False,155,1,0,0,6,WBRI,True
6159,False,M,True,False,False,True,2,0,97.3,2.7,False,155,1,0,0,10,WBRI,True
20879,True,F,False,False,False,False,4,0,100,0,False,155,1,0,0,2,WOTH,True
6199,True,M,False,True,False,False,4,0.68,100,0,False,155,3,0,0,7,WBRI,True
6202,False,F,False,False,False,False,1,0.68,94.59,5.41,False,155,1,0,0,10,WBRI,False
17919,False,F,False,False,False,False,4,1.35,64.19,35.81,False,155,3,0,0,1,WBRI,True
6143,False,F,False,False,False,False,0,0,90.54,9.46,False,154,6,0,0,9,WBRI,False
6207,False,M,False,True,False,True,4,0,97.3,2.7,False,154,2,0,0,12,WBRI,True
18383,True,M,False,False,False,False,2,0,94.59,5.41,False,154,3,0,0,11,AIND,False
6116,False,M,False,False,False,False,2,0.68,100,0,False,154,0,0,0,7,WBRI,True
18731,False,F,False,False,False,False,4,0.68,97.3,2.7,False,154,1,0,0,11,MWBA,False
26533,False,F,False,False,False,False,4,0.68,89.86,10.14,False,154,4,0,0,3,BAFR,False
25648,True,F,False,False,False,False,1,1.35,100,0,False,154,6,0,0,7,WOTH,False
6154,False,M,False,True,False,True,2,2.03,97.3,2.7,False,154,0,0,0,5,WBRI,False
21290,True,F,False,False,False,False,2,3.38,95.95,4.05,False,154,4,0,0,3,MOTH,True
12645,False,F,True,False,True,False,2,0,98.65,1.35,False,153,0,0,0,8,WBRI,False
23328,False,F,False,True,False,False,5,0,97.3,2.7,False,153,0,0,0,8,MWBC,False
6151,False,M,True,True,False,False,3,0.68,98.65,1.35,False,153,1,0,0,12,WBRI,False
26532,False,F,False,False,False,False,7,1.35,100,0,False,153,5,0,0,1,BAFR,False
26574,True,M,True,True,False,False,3,0,100,0,False,152,0,2,0,4,BAFR,False
4674,False,M,False,False,False,False,2,0,100,0,False,152,0,0,0,2,WBRI,True
4705,False,M,False,False,False,False,1,0,89.19,10.81,False,152,0,0,0,11,WBRI,True
6112,False,F,False,True,False,False,2,0,97.3,2.7,False,152,1,0,0,9,WBRI,True
6137,False,F,False,False,False,False,1,0,95.95,4.05,False,152,0,0,0,4,WBRI,False
6163,False,F,False,False,False,False,3,0,97.3,2.7,False,152,0,0,0,12,WBRI,False
6176,False,M,True,False,False,False,1,0,95.95,4.05,False,152,0,0,0,5,WBRI,True
20059,True,F,False,False,False,False,2,0,97.33,2.67,False,152,0,0,0,3,WOTH,False
21028,True,F,False,False,False,False,3,0,97.33,2.67,False,152,0,0,0,4,WOTH,False
21968,True,M,False,True,False,False,4,0,100,0,False,152,0,0,0,11,AOTH,True
26229,False,F,False,True,False,False,3,0,100,0,False,152,0,0,0,2,BOTH,True
23520,False,F,False,False,False,False,2,0.67,99.33,0.67,False,152,0,13,0,5,MWBC,True
20055,True,M,False,False,False,False,0,0.67,98.67,1.33,False,152,0,0,0,9,WOTH,True
6135,False,F,False,True,False,True,3,0.68,91.89,8.11,False,152,8,0,0,1,WBRI,True
19158,False,F,False,False,False,False,6,0.68,100,0,False,152,0,0,0,9,NOBT,True
20320,True,M,False,False,False,True,2,0.68,97.97,2.03,False,152,6,0,0,9,ABAN,True
21903,False,M,False,False,False,False,0,1.33,100,0,False,152,0,1,0,12,BAFR,True
21969,True,M,False,False,False,False,3,1.35,97.3,2.7,False,152,0,0,0,4,AOTH,False
23269,False,M,False,False,False,False,2,1.35,100,0,False,152,1,0,0,6,MWBC,False
4673,False,M,False,False,False,False,3,2.03,97.3,2.7,False,152,0,0,0,2,WBRI,False
4713,False,M,False,False,False,False,4,2.7,91.22,8.78,False,152,0,0,0,2,WBRI,False
6146,False,F,True,False,False,True,4,2.7,91.89,8.11,False,152,2,0,0,7,WBRI,True
21627,True,F,False,False,False,True,4,0,95.95,4.05,False,151,0,4,0,8,WOTH,True
11940,False,M,False,False,False,False,1,0,94.67,5.33,False,151,0,2,0,6,WBRI,False
4657,False,M,False,False,False,False,1,0,88.51,11.49,False,151,0,0,0,3,WBRI,True
6120,False,M,False,True,False,True,4,0,100,0,False,151,2,0,0,10,WBRI,True
6205,False,F,False,False,False,False,2,0,97.3,2.7,False,151,2,0,0,8,WBRI,False
11924,False,F,True,False,False,False,1,0,96,4,False,151,0,0,0,9,WBRI,False
11949,False,F,True,False,False,False,1,0,97.33,2.67,False,151,0,0,0,11,WBRI,True
19159,True,M,False,False,False,False,1,0,94.59,5.41,False,151,1,0,0,12,NOBT,True
20569,True,F,False,True,False,False,1,0,99.32,0.68,False,151,0,0,0,9,WOTH,False
21578,True,M,False,False,False,False,1,0,100,0,False,151,0,0,0,7,WOTH,True
21967,True,M,False,False,False,False,2,0,96,4,False,151,0,0,0,6,AOTH,False
22929,True,F,False,True,True,False,5,0,85.14,14.86,False,151,0,0,0,1,MOTH,False
27322,False,M,False,True,False,False,1,0,100,0,False,151,1,0,0,7,MWAS,False
4701,False,M,True,False,False,False,0,0.68,93.24,6.76,False,151,0,0,0,11,WBRI,False
6108,False,M,False,True,False,False,3,0.68,98.65,1.35,False,151,0,0,0,12,WBRI,True
12649,False,M,True,False,False,False,3,0.68,94.59,5.41,False,151,0,0,0,11,WBRI,False
26530,False,M,False,True,False,False,4,0.68,100,0,False,151,3,0,0,10,BAFR,False
21762,False,M,False,False,False,False,12,1.35,93.24,6.76,False,151,1,0,0,3,BAFR,False
26908,False,M,False,False,False,False,2,1.35,89.19,10.81,False,151,1,0,0,7,MWAS,False
4702,False,F,False,False,False,False,2,2.03,100,0,False,151,0,0,0,6,WBRI,True
6168,False,M,False,False,False,True,1,6.08,97.3,2.7,False,151,2,0,0,9,WBRI,False
11946,False,F,True,False,False,False,2,0,98.67,1.33,False,150,2,29,0,8,WBRI,True
27272,True,F,False,False,False,True,1,0,100,0,False,150,0,8,0,11,WOTH,False
20057,True,M,False,False,False,False,1,0,98.67,1.33,False,150,0,2,0,3,WOTH,True
4683,False,F,False,True,False,False,1,0,95.27,4.73,False,150,0,0,0,8,WBRI,True
6132,False,M,True,False,False,False,2,0,97.3,2.7,False,150,2,0,0,5,WBRI,True
12651,False,M,True,False,False,False,3,0,98.65,1.35,False,150,1,0,0,7,WBRI,True
18606,True,F,True,False,False,False,2,0,100,0,False,150,0,0,0,3,AIND,True
19166,False,F,False,False,False,False,6,0,91.89,8.11,False,150,2,0,0,1,NOBT,True
25613,True,M,True,True,False,True,3,0,93.92,6.08,False,150,0,0,0,12,WOTH,False
11908,False,F,True,False,False,False,2,0.67,100,0,False,150,0,0,0,10,WBRI,True
20475,True,F,False,True,False,False,1,0.68,78.38,21.62,False,150,0,0,0,12,ABAN,False
12648,True,M,False,False,False,False,2,2.03,97.3,2.7,False,150,1,0,0,8,WBRI,False
6171,False,M,True,True,False,False,2,3.38,94.59,5.41,False,150,8,2,0,10,WBRI,True
26571,True,M,True,True,False,False,3,8.67,98.67,1.33,False,150,2,0,0,9,BAFR,True
21619,True,F,False,False,False,False,3,0,98.67,1.33,False,149,0,8,0,7,WOTH,True
3174,False,M,True,False,False,False,0,0,97.33,2.67,False,149,0,0,0,8,WBRI,True
3183,False,F,False,True,False,False,0,0,94.67,5.33,False,149,0,0,0,5,WBRI,True
11948,False,M,True,False,False,False,1,0,98.67,1.33,False,149,0,0,0,7,WBRI,False
17892,False,F,False,True,True,False,6,0,66.22,33.78,False,149,1,0,0,5,WBRI,False
19162,True,F,False,False,False,True,1,0,91.89,8.11,False,149,0,0,0,2,NOBT,True
4677,False,M,False,False,False,False,2,0.68,98.65,1.35,False,149,0,0,0,1,WBRI,False
4694,False,F,True,True,False,True,4,0.68,95.27,4.73,False,149,0,0,0,3,WBRI,False
26907,False,F,False,False,False,True,2,0.68,97.97,2.03,False,149,2,0,0,8,MWAS,True
21572,True,M,False,False,False,True,4,1.35,97.3,2.7,False,149,2,0,0,11,WOTH,False
21738,True,M,True,False,False,False,2,1.35,100,0,False,149,1,0,0,4,BAFR,True
6156,False,F,False,True,False,False,1,2.03,90.54,9.46,False,149,2,0,0,8,WBRI,False
6197,False,F,False,False,False,True,2,2.03,100,0,True,149,3,0,0,4,WBRI,True
6127,False,M,False,True,False,False,3,5.41,97.3,2.7,False,149,6,4,0,5,WBRI,False
4681,False,M,True,False,False,True,0,0,94.59,5.41,False,148,0,0,0,1,WBRI,True
6173,False,F,False,True,False,False,6,0,87.84,12.16,False,148,0,0,0,9,WBRI,False
11925,False,F,True,False,False,False,2,0,100,0,False,148,0,0,0,12,WBRI,True
21917,True,F,False,True,False,False,3,0,98.65,1.35,False,148,0,0,0,12,BAFR,True
25558,True,F,False,False,False,False,0,0,98.67,1.33,False,148,0,0,0,4,WOTH,False
27069,False,M,False,True,False,False,1,0,95.95,4.05,False,148,1,0,0,3,MWAS,True
3177,False,M,True,True,False,False,3,0.67,98.67,1.33,False,148,0,0,0,8,WBRI,True
21904,True,M,False,False,False,False,1,0.67,94.67,5.33,False,148,1,0,0,8,BAFR,False
4662,False,M,False,True,False,False,2,0.68,85.81,14.19,False,148,0,0,0,1,WBRI,False
19156,True,F,False,False,False,False,2,0,100,0,False,147,3,2,0,8,NOBT,True
6125,False,M,False,False,False,True,1,0,99.32,0.68,False,147,0,0,0,6,WBRI,True
11907,False,F,False,False,False,False,0,0,98.67,1.33,False,147,0,0,0,11,WBRI,False
11931,False,M,True,True,False,False,1,0,89.33,10.67,False,147,0,0,0,8,WBRI,False
21576,True,F,False,False,False,False,5,0,89.19,10.81,False,147,1,0,0,5,WOTH,True
21964,True,M,False,False,False,False,1,0,94,6,False,147,2,0,0,8,AOTH,False
25609,True,M,False,False,False,False,3,0,97.3,2.7,False,147,1,0,0,8,WOTH,False
12647,False,F,True,False,False,False,3,0.75,98.51,1.49,True,147,0,0,0,12,WBRI,True
3167,False,M,True,True,False,False,0,1.33,94.67,5.33,False,147,5,35,0,6,WBRI,True
6107,False,F,True,False,True,False,4,1.35,98.65,1.35,False,147,1,2,0,10,WBRI,False
18732,True,F,False,False,False,False,3,1.35,97.97,2.03,False,147,2,0,0,5,MWBA,False
16494,False,F,False,True,False,False,6,16.22,81.76,18.24,False,147,1,0,0,2,WBRI,False
4668,False,F,True,True,False,False,3,0,96.62,3.38,False,146,0,2,0,3,WBRI,False
4671,False,F,False,False,False,False,1,0,98.65,1.35,False,146,2,0,0,7,WBRI,True
4689,False,M,False,False,False,False,2,0,97.3,2.7,False,146,1,0,0,9,WBRI,True
4704,False,M,False,False,False,False,2,0,100,0,False,146,3,0,0,2,WBRI,True
4716,False,F,False,False,False,False,1,0,96.62,3.38,False,146,0,0,0,8,WBRI,True
6204,False,M,True,False,False,False,4,0,100,0,False,146,1,0,0,8,WBRI,True
21566,True,M,False,False,False,False,3,0,97.3,2.7,False,146,2,0,0,6,WOTH,True
4676,False,M,False,False,False,False,1,0.68,82.43,17.57,False,146,0,0,0,11,WBRI,False
4709,False,F,False,False,False,False,3,0.68,100,0,False,146,0,0,0,12,WBRI,True
24915,False,M,False,True,False,False,1,0.68,92.57,7.43,False,146,6,0,0,9,WOTH,False
26592,True,F,False,False,False,False,4,1.32,97.37,2.63,True,146,2,0,0,8,BAFR,False
26573,False,F,False,True,False,False,3,4.11,100,0,False,146,0,0,0,2,BAFR,True
6117,False,F,False,False,False,False,2,9.46,100,0,False,146,2,0,0,5,WBRI,True
11929,False,F,True,False,False,False,2,0,98.67,1.33,False,145,0,0,0,7,WBRI,False
11933,False,M,False,False,False,False,1,0,96,4,False,145,0,0,0,12,WBRI,True
11950,False,M,False,False,False,False,2,0,98.67,1.33,False,145,0,0,0,4,WBRI,False
25844,True,M,False,False,False,False,1,0.67,99.33,0.67,False,145,1,0,0,9,WOTH,True
3165,False,M,True,False,False,False,3,1.33,97.33,2.67,False,145,2,0,0,2,WBRI,False
21966,True,M,True,False,False,False,1,1.33,98.67,1.33,False,145,0,0,0,9,AOTH,False
26190,True,M,False,True,False,False,4,2.7,100,0,True,145,10,0,0,5,MOTH,False
26585,False,F,False,True,False,False,3,2.7,100,0,False,145,5,0,0,9,BAFR,False
3170,False,M,False,False,False,False,3,0,97.33,2.67,False,144,0,0,0,9,WBRI,True
4707,False,F,False,True,False,False,4,0,98.65,1.35,False,144,0,0,0,4,WBRI,True
6203,False,M,False,False,False,False,2,0,92.57,7.43,False,144,0,0,0,2,WBRI,False
7592,False,M,False,False,False,True,1,0,100,0,False,144,0,0,0,6,WBRI,True
7634,False,F,False,False,False,False,3,0,100,0,False,144,0,0,0,5,WBRI,True
7678,False,F,False,True,False,False,2,0,97.3,2.7,False,144,0,0,0,8,WBRI,True
7696,False,M,True,False,False,False,1,0,100,0,False,144,0,0,0,6,WBRI,True
7704,False,F,False,False,False,False,1,0,98.65,1.35,False,144,0,0,0,7,WBRI,True
8603,False,M,False,False,False,False,3,0,100,0,False,144,0,0,0,1,WBRI,True
8604,False,M,False,False,False,False,3,0,100,0,False,144,0,0,0,8,WBRI,True
8666,False,M,False,False,False,False,2,0,97.33,2.67,False,144,0,0,0,3,WBRI,False
13646,False,M,False,True,False,False,1,0,97.97,2.03,False,144,0,0,0,1,WBRI,True
24099,False,M,False,True,False,False,6,0,100,0,False,144,0,0,0,4,BCRB,True
25275,True,M,True,False,False,False,1,0,100,0,False,144,0,0,0,4,AOTH,True
25741,True,M,False,False,False,False,3,0,97.33,2.67,False,144,0,0,0,9,WOTH,True
18512,True,M,True,False,False,False,2,0.67,93.33,6.67,False,144,0,0,0,5,AIND,False
7562,False,F,False,False,False,False,1,0.68,92.57,7.43,False,144,0,0,0,3,WBRI,False
7618,False,M,False,False,False,False,2,0.68,98.65,1.35,False,144,0,0,0,9,WBRI,True
8570,False,M,False,False,False,False,1,1.33,93.33,6.67,False,144,0,0,0,2,WBRI,True
11919,False,M,True,False,False,False,1,1.33,93.33,6.67,False,144,5,0,0,4,WBRI,True
4711,False,F,False,False,False,False,6,1.35,97.97,2.03,False,144,3,0,0,8,WBRI,False
6192,False,M,False,False,False,False,2,1.35,98.65,1.35,False,144,0,0,0,8,WBRI,False
7662,False,F,False,False,False,False,0,2.03,100,0,False,144,0,0,0,1,WBRI,True
17821,False,F,False,False,False,False,3,2.03,98.65,1.35,False,144,0,0,0,12,WBRI,False
4663,False,M,False,False,False,True,1,2.7,85.81,14.19,False,144,5,0,0,9,WBRI,False
21626,True,M,False,False,False,False,4,6.08,89.19,10.81,False,144,5,0,0,1,WOTH,True
26570,False,M,True,False,False,False,6,7.33,94.67,5.33,False,144,4,0,0,6,BAFR,True
6145,False,M,False,False,False,False,2,0,95.95,4.05,False,143,7,0,0,4,WBRI,False
7666,False,M,False,False,False,False,2,0,100,0,False,143,0,0,0,9,WBRI,True
18518,True,M,True,False,False,False,3,0,97.33,2.67,False,143,0,0,0,1,AIND,False
21370,True,F,False,False,False,False,5,0,100,0,False,143,1,0,0,8,MOTH,False
11935,False,F,True,False,False,False,3,0.67,100,0,False,143,1,0,0,3,WBRI,True
14515,False,M,False,False,False,False,1,0.67,98.67,1.33,False,143,1,0,0,12,WBRI,True
4667,False,M,True,False,False,True,1,0.68,95.27,4.73,False,143,0,0,0,12,WBRI,True
6172,False,M,False,False,False,False,1,0.68,97.97,2.03,False,143,0,0,0,10,WBRI,True
7549,False,M,True,False,False,False,2,0.68,93.92,6.08,False,143,0,0,0,8,WBRI,True
18615,True,F,False,False,False,False,4,0.68,94.59,5.41,False,143,0,0,0,7,AIND,False
6164,False,M,False,False,False,False,2,1.35,89.19,10.81,False,143,0,0,0,6,WBRI,False
7701,False,F,False,True,True,False,1,2.7,97.3,2.7,False,143,0,0,0,1,WBRI,True
21577,False,M,False,False,False,True,1,2.7,89.19,10.81,False,143,3,0,0,10,WOTH,True
4712,False,M,False,True,True,True,1,0,95.95,4.05,False,142,2,0,0,3,WBRI,True
7590,False,M,False,True,False,False,1,0,100,0,False,142,0,0,0,1,WBRI,True
7622,False,F,False,False,False,False,1,0,99.32,0.68,False,142,2,0,0,12,WBRI,True
7714,False,F,False,False,False,False,1,0,93.92,6.08,False,142,2,0,0,4,WBRI,False
8559,False,M,True,False,False,False,2,0,100,0,False,142,0,0,0,1,WBRI,True
18389,False,F,True,False,False,True,1,0,96.62,3.38,False,142,2,0,0,5,AIND,True
25703,False,F,False,False,False,False,2,0,91.89,8.11,False,142,0,0,0,1,WOTH,True
21446,False,M,False,False,False,False,2,0.67,92,8,False,142,0,0,0,10,CHNE,True
21965,True,M,True,True,False,False,8,0.67,91.33,8.67,False,142,1,0,0,5,AOTH,True
16492,False,M,False,True,False,False,1,0.68,98.65,1.35,False,142,4,10,0,9,WBRI,False
4686,False,F,False,False,False,False,2,0.68,98.65,1.35,False,142,0,0,0,2,WBRI,True
7572,False,M,False,False,False,False,1,0.68,91.22,8.78,False,142,0,0,0,7,WBRI,False
21570,True,F,False,False,False,False,2,0.68,97.3,2.7,False,142,0,0,0,11,WOTH,True
25700,False,F,False,False,False,False,0,0.68,100,0,False,142,2,0,0,12,WOTH,True
8591,False,F,True,True,True,False,2,1.33,85.33,14.67,False,142,0,0,0,12,WBRI,False
26597,True,F,False,False,False,False,2,2.03,100,0,True,142,2,10,0,4,BAFR,True
7600,False,M,True,False,False,False,2,4.05,97.97,2.03,True,142,1,0,0,8,WBRI,True
7580,False,F,False,False,False,False,5,4.73,93.24,6.76,False,142,2,0,0,10,WBRI,True
23074,False,F,False,False,False,False,5,5.41,95.95,4.05,False,142,3,0,0,3,BAFR,True
4664,False,M,False,True,True,False,2,6.76,82.43,17.57,False,142,0,0,0,7,WBRI,False
26525,False,F,False,True,True,False,6,22.97,97.3,2.7,False,142,8,2,0,9,BAFR,True
8585,False,F,True,False,False,False,2,0,100,0,False,141,0,0,0,10,WBRI,True
8677,False,M,False,False,False,False,3,0,97.33,2.67,False,141,1,0,0,1,WBRI,False
8682,False,F,False,True,False,True,2,0,98,2,False,141,0,0,0,10,WBRI,True
11962,False,F,False,False,False,False,2,0.67,96,4,False,141,2,0,0,7,WBRI,True
7656,False,F,False,False,False,False,2,0.68,94.59,5.41,False,141,2,0,0,3,WBRI,True
27114,True,F,False,True,True,False,6,0.68,94.59,5.41,False,141,2,0,0,3,OOTH,True
4687,False,F,False,False,False,False,2,1.35,98.65,1.35,False,141,0,0,0,3,WBRI,True
21764,False,F,False,False,False,False,3,1.35,100,0,False,141,8,0,0,9,BAFR,True
21727,False,F,False,False,False,False,1,2,98.67,1.33,False,141,2,0,0,9,BAFR,True
4665,False,M,True,True,False,False,2,2.03,93.92,6.08,False,141,2,0,0,5,WBRI,True
24167,True,F,False,False,False,False,5,2.63,92.11,7.89,True,141,2,0,0,8,WOTH,True
19165,False,F,False,False,False,False,6,3.38,100,0,False,141,7,0,0,6,NOBT,True
26599,True,M,False,False,False,False,6,5.41,100,0,True,141,1,0,0,10,BAFR,False
21918,True,F,False,False,False,False,3,9.46,95.95,4.05,False,141,6,0,0,4,BAFR,True
8529,False,F,False,True,False,False,2,0,98.67,1.33,False,140,2,0,0,12,WBRI,True
8554,False,M,False,False,False,False,1,0,98,2,False,140,0,0,0,1,WBRI,False
8647,False,M,True,False,False,False,2,0,100,0,False,140,0,0,0,11,WBRI,True
11922,False,F,False,False,False,False,1,0,98.67,1.33,False,140,0,0,0,1,WBRI,False
11958,False,M,True,False,False,False,0,0,98.67,1.33,False,140,1,0,0,10,WBRI,False
21660,True,F,False,False,False,False,9,0,91.33,8.67,False,140,0,0,0,6,WOTH,True
21818,False,M,True,True,False,True,4,0,100,0,False,140,0,0,0,4,BAFR,True
23422,False,F,True,False,False,False,2,0,100,0,False,140,0,0,0,1,MWBC,True
25747,True,M,False,True,False,False,3,0,89.33,10.67,False,140,0,0,0,8,WOTH,False
11926,False,F,False,False,False,False,2,0.67,96,4,False,140,0,1,0,7,WBRI,False
3180,False,F,True,False,False,False,3,1.33,89.33,10.67,False,140,0,0,0,5,WBRI,False
19170,False,M,False,True,False,False,5,1.35,97.3,2.7,False,140,0,0,0,5,NOBT,False
25698,True,F,False,True,False,False,3,1.35,94.59,5.41,False,140,0,0,0,3,WOTH,False
4690,False,M,False,True,False,True,3,2.7,91.89,8.11,False,140,6,0,0,10,WBRI,True
19153,False,M,False,True,False,False,6,2.7,93.24,6.76,False,140,0,0,0,3,NOBT,True
19168,False,F,False,True,False,False,1,2.7,97.3,2.7,False,140,1,0,0,6,NOBT,False
26583,True,M,False,False,False,False,6,3.38,95.95,4.05,False,140,2,0,0,11,BAFR,True
17891,False,M,False,True,False,True,0,4.05,90.54,9.46,False,140,1,0,0,9,WBRI,True
6150,False,M,False,True,False,False,6,9.46,86.49,13.51,False,140,5,0,0,1,WBRI,True
27390,True,F,False,False,False,False,4,10.14,97.3,2.7,False,140,7,0,0,8,WOTH,True
21026,True,M,False,False,False,False,3,0,86.67,13.33,False,139,3,38,0,11,WOTH,False
4710,False,M,False,False,False,False,1,0,94.59,5.41,False,139,1,0,0,1,WBRI,True
6119,False,F,False,True,False,False,6,0,89.86,10.14,False,139,0,0,0,2,WBRI,True
7552,False,F,True,False,False,False,2,0,98.65,1.35,False,139,2,0,0,2,WBRI,True
7585,False,F,True,True,False,False,3,0,98.65,1.35,False,139,0,0,0,1,WBRI,False
7625,False,F,False,True,True,True,1,0,100,0,False,139,1,0,0,5,WBRI,True
11936,False,F,True,False,False,False,1,0,100,0,False,139,0,0,0,4,WBRI,True
25702,False,M,False,False,False,False,1,0,100,0,False,139,0,0,0,10,WOTH,True
11911,False,M,True,False,False,False,2,0.67,96.67,3.33,False,139,0,0,0,12,WBRI,True
25740,True,M,True,False,False,False,1,0.67,90.67,9.33,False,139,2,0,0,7,WOTH,False
8569,False,F,False,False,False,False,6,1.33,100,0,False,139,2,0,0,12,WBRI,True
6115,False,M,False,True,False,True,1,1.35,96.62,3.38,False,139,1,11,0,6,WBRI,False
4655,False,F,True,False,False,True,1,1.35,93.24,6.76,False,139,1,10,0,8,WBRI,False
7681,False,M,False,False,False,True,3,1.35,97.3,2.7,False,139,0,0,0,5,WBRI,False
18339,False,M,True,False,False,False,3,1.35,94.59,5.41,False,139,5,0,0,9,AIND,True
